account_id,observation_date,is_churn,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure,adview_per_post,reply_per_message,like_per_post,post_per_message,unfriend_per_newfriend,dislike_pcnt,unfriend_per_newfriend_scaled,newfriend_pcnt_chng,days_since_newfriend,unfriend_28day_avg_84day_obs,unfriend_28day_avg_84day_obs_scaled
1616,2020-03-13,False,250.0,7.0,88.0,71.0,14.0,0.0,23.0,1.0,50.0,0.8068182,0.04347826,2.840909,3.826087,0.0,0.053030305,0.0,-0.4166667,0.0,0.0,0.0
1647,2020-03-13,False,59.0,4.0,30.0,41.0,0.0,1.0,515.0,193.0,50.0,1.3666667,0.3747573,1.9666667,0.058252428,0.25,0.0,0.0,0.0,0.0,0.0,0.0
1672,2020-03-13,False,13.0,5.0,32.0,4.0,2.0,1.0,13.0,6.0,50.0,0.125,0.46153846,0.40625,2.4615386,0.2,0.13333334,0.0,0.6666666,0.0,0.0,0.0
1674,2020-03-13,False,217.0,21.0,166.0,77.0,33.0,0.0,19.0,15.0,50.0,0.46385542,0.7894737,1.3072289,8.736842,0.0,0.132,0.0,0.16666663,0.0,0.0,0.0
1691,2020-03-13,False,29.0,3.0,6.0,14.0,14.0,0.0,14.0,3.0,50.0,2.3333333,0.21428572,4.8333335,0.42857143,0.0,0.3255814,0.0,-0.25,0.0,0.0,0.0
1700,2020-03-13,False,9.0,1.0,13.0,13.0,6.0,0.0,28.0,17.0,50.0,1.0,0.60714287,0.6923077,0.4642857,0.0,0.4,0.0,-0.6666666,0.0,0.0,0.0
1705,2020-03-13,False,1104.0,35.0,125.0,407.0,58.0,0.0,56.0,9.0,50.0,3.256,0.16071428,8.832,2.232143,0.0,0.049913943,0.0,0.29629624,0.0,0.0,0.0
1732,2020-03-13,False,436.0,23.0,502.0,46.0,152.0,1.0,92.0,9.0,50.0,0.09163347,0.097826086,0.8685259,5.4565215,0.04347826,0.2585034,0.0,0.4375,0.0,0.0,0.0
1770,2020-03-13,True,1.0,0.0,5.0,3.0,2.0,0.0,10.0,8.0,50.0,0.6,0.8,0.2,0.5,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
1779,2020-03-13,False,26.0,12.0,5.0,25.0,4.0,1.0,49.0,37.0,50.0,5.0,0.75510204,5.2,0.10204082,0.083333336,0.13333334,0.0,0.5,0.0,0.0,0.0
1805,2020-03-13,False,338.0,9.0,90.0,33.0,18.0,0.0,16.0,9.0,50.0,0.36666667,0.5625,3.7555556,5.625,0.0,0.050561797,0.0,0.5,0.0,0.0,0.0
1847,2020-03-13,False,204.0,4.0,190.0,69.0,32.0,0.0,2.0,2.0,50.0,0.3631579,1.0,1.0736842,95.0,0.0,0.13559322,0.0,0.0,0.0,0.0,0.0
1933,2020-03-13,False,33.0,11.0,8.0,21.0,12.0,0.0,507.0,195.0,50.0,2.625,0.3846154,4.125,0.015779093,0.0,0.26666668,0.0,1.75,0.0,0.0,0.0
1935,2020-03-13,False,34.0,3.0,19.0,6.0,8.0,0.0,16.0,1.0,50.0,0.31578946,0.0625,1.7894737,1.1875,0.0,0.1904762,0.0,0.0,0.0,0.0,0.0
1970,2020-03-13,False,97.0,31.0,26.0,95.0,81.0,1.0,43.0,8.0,50.0,3.6538463,0.18604651,3.7307692,0.60465115,0.032258064,0.4550562,0.0,0.40909088,0.0,0.0,0.0
2046,2020-03-13,False,77.0,6.0,26.0,3.0,4.0,1.0,4.0,3.0,50.0,0.115384616,0.75,2.9615386,6.5,0.16666667,0.049382716,0.0,0.20000005,0.0,0.0,0.0
2064,2020-03-13,False,10.0,1.0,8.0,32.0,13.0,2.0,15.0,8.0,50.0,4.0,0.53333336,1.25,0.53333336,2.0,0.5652174,0.0,0.0,0.0,0.0,0.0
2120,2020-03-13,False,83.0,5.0,8.0,17.0,4.0,0.0,18.0,4.0,50.0,2.125,0.22222222,10.375,0.44444445,0.0,0.04597701,0.0,0.6666666,0.0,0.0,0.0
2143,2020-03-13,False,4.0,2.0,2.0,1.0,1.0,0.0,6.0,1.0,50.0,0.5,0.16666667,2.0,0.33333334,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2156,2020-03-13,False,31.0,2.0,2.0,7.0,5.0,0.0,18.0,3.0,50.0,3.5,0.16666667,15.5,0.11111111,0.0,0.1388889,0.0,-0.3333333,0.0,0.0,0.0
2160,2020-03-13,False,8.0,1.0,2.0,6.0,5.0,0.0,11.0,6.0,50.0,3.0,0.54545456,4.0,0.18181819,0.0,0.3846154,0.0,0.0,0.0,0.0,0.0
2165,2020-03-13,False,23.0,5.0,9.0,7.0,3.0,0.0,206.0,95.0,50.0,0.7777778,0.46116504,2.5555556,0.04368932,0.0,0.115384616,0.0,1.5,0.0,0.0,0.0
2207,2020-03-13,False,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,50.0,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,2020-03-13,False,66.0,6.0,27.0,43.0,21.0,0.0,29.0,7.0,50.0,1.5925926,0.2413793,2.4444444,0.9310345,0.0,0.2413793,0.0,5.0,0.0,0.0,0.0
2281,2020-03-13,False,93.0,3.0,34.0,38.0,4.0,0.0,13.0,4.0,50.0,1.117647,0.30769232,2.735294,2.6153846,0.0,0.041237112,0.0,0.5,0.0,0.0,0.0
2383,2020-03-13,False,30.0,0.0,2.0,1.0,8.0,0.0,4.0,1.0,50.0,0.5,0.25,15.0,0.5,0.0,0.21052632,0.0,-1.0,0.0,0.0,0.0
2410,2020-03-13,False,33.0,7.0,16.0,19.0,17.0,0.0,67.0,31.0,50.0,1.1875,0.46268657,2.0625,0.23880596,0.0,0.34,0.0,1.3333333,0.0,0.0,0.0
2488,2020-03-13,False,2.0,1.0,1.0,0.0,2.0,3.0,12.0,5.0,50.0,0.0,0.41666666,2.0,0.083333336,3.0,0.5,0.0,-0.6666666,0.0,0.0,0.0
2528,2020-03-13,False,2.0,3.0,8.0,2.0,2.0,0.0,5.0,0.0,50.0,0.25,0.0,0.25,1.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2541,2020-03-13,False,42.0,3.0,29.0,19.0,18.0,0.0,20.0,7.0,50.0,0.6551724,0.35,1.4482758,1.45,0.0,0.3,0.0,0.5,0.0,0.0,0.0
2605,2020-03-13,False,61.0,6.0,28.0,174.0,55.0,0.0,27.0,3.0,50.0,6.214286,0.11111111,2.1785715,1.037037,0.0,0.47413793,0.0,-0.45454544,0.0,0.0,0.0
2612,2020-03-13,False,94.0,7.0,8.0,19.0,7.0,0.0,23.0,4.0,50.0,2.375,0.17391305,11.75,0.3478261,0.0,0.06930693,0.0,-0.22222221,0.0,0.0,0.0
2647,2020-03-13,False,241.0,6.0,109.0,66.0,34.0,0.0,39.0,21.0,50.0,0.6055046,0.53846157,2.2110093,2.7948718,0.0,0.123636365,0.0,0.20000005,0.0,0.0,0.0
2680,2020-03-13,False,60.0,12.0,61.0,8.0,9.0,2.0,9.0,5.0,50.0,0.13114753,0.5555556,0.9836066,6.7777777,0.16666667,0.13043478,0.0,0.5,0.0,0.0,0.0
2685,2020-03-13,False,54.0,3.0,14.0,6.0,12.0,0.0,5.0,1.0,50.0,0.42857143,0.2,3.857143,2.8,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0
2789,2020-03-13,True,5.0,1.0,8.0,8.0,2.0,0.0,0.0,0.0,50.0,1.0,0.0,0.625,0.0,0.0,0.2857143,0.0,0.0,0.0,0.0,0.0
2793,2020-03-13,False,72.0,3.0,18.0,14.0,12.0,0.0,274.0,98.0,50.0,0.7777778,0.35766423,4.0,0.06569343,0.0,0.14285715,0.0,2.0,0.0,0.0,0.0
2809,2020-03-13,False,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,50.0,0.0,0.6666667,0.5,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2821,2020-03-13,False,132.0,3.0,21.0,10.0,10.0,0.0,32.0,6.0,50.0,0.47619048,0.1875,6.285714,0.65625,0.0,0.07042254,0.0,-0.39999998,0.0,0.0,0.0
2835,2020-03-13,False,8.0,0.0,11.0,6.0,1.0,0.0,132.0,45.0,50.0,0.54545456,0.3409091,0.72727275,0.083333336,0.0,0.11111111,0.0,-1.0,0.0,0.0,0.0
2844,2020-03-13,False,435.0,7.0,32.0,34.0,39.0,0.0,1494.0,322.0,50.0,1.0625,0.21552879,13.59375,0.02141901,0.0,0.08227848,0.0,-0.3,0.0,0.0,0.0
2872,2020-03-13,False,28.0,7.0,27.0,38.0,4.0,0.0,74.0,48.0,50.0,1.4074074,0.6486486,1.037037,0.36486486,0.0,0.125,0.0,1.3333333,0.0,0.0,0.0
2926,2020-03-13,False,77.0,2.0,37.0,22.0,1.0,0.0,11.0,1.0,50.0,0.5945946,0.09090909,2.0810812,3.3636363,0.0,0.012820513,0.0,-0.75,0.0,0.0,0.0
2938,2020-03-13,True,1.0,1.0,1.0,19.0,5.0,1.0,7.0,3.0,50.0,19.0,0.42857143,1.0,0.14285715,1.0,0.8333333,0.0,0.0,0.0,0.0,0.0
2945,2020-03-13,True,2.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,50.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,2020-03-13,False,12.0,6.0,5.0,4.0,18.0,0.0,3.0,1.0,50.0,0.8,0.33333334,2.4,1.6666666,0.0,0.6,0.0,2.0,0.0,0.0,0.0
3006,2020-03-13,False,37.0,4.0,11.0,18.0,19.0,1.0,7.0,0.0,50.0,1.6363636,0.0,3.3636363,1.5714285,0.25,0.3392857,0.0,-0.19999999,0.0,0.0,0.0
3038,2020-03-13,False,9.0,1.0,10.0,3.0,0.0,1.0,14.0,7.0,50.0,0.3,0.5,0.9,0.71428573,1.0,0.0,0.0,-0.5,0.0,0.0,0.0
3040,2020-03-13,False,93.0,12.0,88.0,282.0,38.0,0.0,6.0,1.0,50.0,3.2045455,0.16666667,1.0568181,14.666667,0.0,0.29007635,0.0,0.5,0.0,0.0,0.0
3041,2020-03-13,False,31.0,3.0,50.0,27.0,15.0,0.0,5.0,3.0,50.0,0.54,0.6,0.62,10.0,0.0,0.32608697,0.0,0.5,0.0,0.0,0.0
3075,2020-03-13,False,20.0,5.0,6.0,7.0,13.0,2.0,1.0,0.0,50.0,1.1666666,0.0,3.3333333,6.0,0.4,0.3939394,0.0,0.0,0.0,0.0,0.0
3087,2020-03-13,False,192.0,4.0,153.0,20.0,16.0,0.0,10.0,1.0,50.0,0.13071896,0.1,1.254902,15.3,0.0,0.07692308,0.0,0.0,0.0,0.0,0.0
3126,2020-03-13,False,595.0,43.0,79.0,115.0,30.0,0.0,14.0,2.0,50.0,1.4556962,0.14285715,7.531646,5.642857,0.0,0.048,0.0,1.1500001,0.0,0.0,0.0
3128,2020-03-13,False,148.0,8.0,145.0,301.0,52.0,0.0,36.0,21.0,50.0,2.0758622,0.5833333,1.0206896,4.0277777,0.0,0.26,0.0,0.6,0.0,0.0,0.0
3191,2020-03-13,False,38.0,2.0,17.0,22.0,38.0,0.0,22.0,7.0,50.0,1.2941177,0.3181818,2.235294,0.77272725,0.0,0.5,0.0,-0.3333333,0.0,0.0,0.0
3214,2020-03-13,False,41.0,1.0,4.0,6.0,6.0,0.0,35.0,21.0,50.0,1.5,0.6,10.25,0.114285715,0.0,0.12765957,0.0,-0.75,0.0,0.0,0.0
3232,2020-03-13,False,41.0,5.0,9.0,16.0,26.0,1.0,29.0,9.0,50.0,1.7777778,0.31034482,4.5555553,0.31034482,0.2,0.3880597,0.0,0.6666666,0.0,0.0,0.0
3269,2020-03-13,False,140.0,26.0,24.0,218.0,21.0,1.0,192.0,71.0,50.0,9.083333,0.36979166,5.8333335,0.125,0.03846154,0.13043478,0.0,0.44444442,0.0,0.0,0.0
3309,2020-03-13,False,2.0,3.0,13.0,3.0,17.0,1.0,30.0,16.0,50.0,0.23076923,0.53333336,0.15384616,0.43333334,0.33333334,0.8947368,0.0,-0.25,0.0,0.0,0.0
3368,2020-03-13,False,80.0,9.0,20.0,15.0,23.0,0.0,147.0,17.0,50.0,0.75,0.11564626,4.0,0.13605443,0.0,0.22330096,0.0,0.79999995,0.0,0.0,0.0
3400,2020-03-13,False,57.0,0.0,1.0,6.0,1.0,0.0,13.0,4.0,50.0,6.0,0.30769232,57.0,0.07692308,0.0,0.01724138,0.0,-1.0,0.0,0.0,0.0
3436,2020-03-13,False,48.0,11.0,26.0,17.0,11.0,1.0,36.0,19.0,50.0,0.65384614,0.5277778,1.8461539,0.7222222,0.09090909,0.18644068,0.0,1.75,0.0,0.0,0.0
3447,2020-03-13,False,10.0,7.0,55.0,19.0,10.0,0.0,12.0,3.0,50.0,0.34545454,0.25,0.18181819,4.5833335,0.0,0.5,0.0,1.3333333,0.0,0.0,0.0
3552,2020-03-13,False,23.0,6.0,33.0,65.0,4.0,0.0,50.0,15.0,50.0,1.969697,0.3,0.6969697,0.66,0.0,0.14814815,0.0,1.0,0.0,0.0,0.0
3586,2020-03-13,False,28.0,9.0,5.0,17.0,2.0,0.0,7.0,2.0,50.0,3.4,0.2857143,5.6,0.71428573,0.0,0.06666667,0.0,0.5,0.0,0.0,0.0
3680,2020-03-13,False,32.0,4.0,20.0,30.0,23.0,0.0,15.0,7.0,50.0,1.5,0.46666667,1.6,1.3333334,0.0,0.4181818,0.0,0.0,0.0,0.0,0.0
3722,2020-03-13,False,71.0,3.0,22.0,90.0,19.0,0.0,233.0,25.0,50.0,4.090909,0.10729614,3.2272727,0.094420604,0.0,0.21111111,0.0,2.0,0.0,0.0,0.0
3738,2020-03-13,False,28.0,1.0,3.0,4.0,8.0,0.0,6.0,2.0,50.0,1.3333334,0.33333334,9.333333,0.5,0.0,0.22222222,0.0,0.0,0.0,0.0,0.0
3761,2020-03-13,False,73.0,11.0,54.0,129.0,39.0,1.0,451.0,125.0,50.0,2.3888888,0.27716187,1.3518518,0.11973392,0.09090909,0.3482143,0.0,0.57142854,0.0,0.0,0.0
3785,2020-03-13,False,599.0,16.0,263.0,43.0,37.0,0.0,73.0,28.0,50.0,0.1634981,0.38356164,2.2775664,3.6027398,0.0,0.0581761,0.0,0.4545455,0.0,0.0,0.0
3796,2020-03-13,False,10.0,1.0,2.0,1.0,8.0,0.0,76.0,32.0,50.0,0.5,0.42105263,5.0,0.02631579,0.0,0.44444445,0.0,0.0,0.0,0.0,0.0
3814,2020-03-13,False,420.0,12.0,142.0,151.0,36.0,1.0,1.0,0.0,50.0,1.0633802,0.0,2.9577465,142.0,0.083333336,0.078947365,0.0,-0.52,0.0,0.0,0.0
3831,2020-03-13,False,72.0,8.0,32.0,28.0,34.0,0.0,18.0,0.0,50.0,0.875,0.0,2.25,1.7777778,0.0,0.3207547,0.0,0.1428572,0.0,0.0,0.0
3868,2020-03-13,False,215.0,11.0,103.0,200.0,33.0,0.0,30.0,20.0,50.0,1.9417475,0.6666667,2.0873787,3.4333334,0.0,0.13306452,0.0,0.8333334,0.0,0.0,0.0
3882,2020-03-13,False,89.0,32.0,75.0,55.0,89.0,0.0,37.0,33.0,50.0,0.73333335,0.8918919,1.1866666,2.0270271,0.0,0.5,0.0,0.88235295,0.0,0.0,0.0
3898,2020-03-13,False,23.0,3.0,22.0,26.0,1.0,0.0,303.0,140.0,50.0,1.1818181,0.4620462,1.0454545,0.072607264,0.0,0.041666668,0.0,-0.57142854,0.0,0.0,0.0
3925,2020-03-13,False,14.0,11.0,2.0,30.0,6.0,0.0,8.0,0.0,50.0,15.0,0.0,7.0,0.25,0.0,0.3,0.0,-0.3125,0.0,0.0,0.0
3985,2020-03-13,False,18.0,2.0,48.0,56.0,12.0,0.0,40.0,15.0,50.0,1.1666666,0.375,0.375,1.2,0.0,0.4,0.0,-0.3333333,0.0,0.0,0.0
3990,2020-03-13,False,79.0,12.0,49.0,50.0,7.0,0.0,73.0,55.0,50.0,1.0204082,0.75342464,1.6122448,0.6712329,0.0,0.08139535,0.0,0.5,0.0,0.0,0.0
4024,2020-03-13,False,58.0,1.0,15.0,7.0,4.0,0.0,9.0,4.0,50.0,0.46666667,0.44444445,3.8666666,1.6666666,0.0,0.06451613,0.0,0.0,0.0,0.0,0.0
4033,2020-03-13,False,34.0,4.0,16.0,18.0,5.0,0.0,102.0,49.0,50.0,1.125,0.48039216,2.125,0.15686275,0.0,0.12820514,0.0,1.0,0.0,0.0,0.0
4057,2020-03-13,False,109.0,1.0,10.0,29.0,4.0,1.0,104.0,64.0,50.0,2.9,0.61538464,10.9,0.09615385,1.0,0.03539823,0.0,-0.6666666,0.0,0.0,0.0
4073,2020-03-13,False,3.0,0.0,6.0,5.0,4.0,0.0,312.0,83.0,50.0,0.8333333,0.26602563,0.5,0.01923077,0.0,0.5714286,0.0,-1.0,0.0,0.0,0.0
4099,2020-03-13,False,46.0,6.0,26.0,21.0,12.0,0.0,9.0,4.0,50.0,0.8076923,0.44444445,1.7692307,2.8888888,0.0,0.20689656,0.0,0.0,0.0,0.0,0.0
4110,2020-03-13,False,65.0,21.0,146.0,170.0,13.0,0.0,31.0,1.0,50.0,1.1643835,0.032258064,0.44520548,4.709677,0.0,0.16666667,0.0,0.6153846,0.0,0.0,0.0
4121,2020-03-13,False,45.0,3.0,28.0,52.0,77.0,2.0,349.0,111.0,50.0,1.8571428,0.31805158,1.6071428,0.08022922,0.6666667,0.63114756,0.0,0.0,0.0,0.0,0.0
4147,2020-03-13,False,37.0,7.0,33.0,69.0,0.0,1.0,49.0,9.0,50.0,2.090909,0.18367347,1.1212121,0.67346936,0.14285715,0.0,0.0,0.39999998,0.0,0.0,0.0
4249,2020-03-13,False,22.0,10.0,30.0,40.0,4.0,0.0,100.0,19.0,50.0,1.3333334,0.19,0.73333335,0.3,0.0,0.15384616,0.0,-0.3333333,0.0,0.0,0.0
4315,2020-03-13,False,65.0,5.0,10.0,0.0,5.0,0.0,4.0,4.0,50.0,0.0,1.0,6.5,2.5,0.0,0.071428575,0.0,0.25,0.0,0.0,0.0
4332,2020-03-13,False,20.0,3.0,80.0,30.0,8.0,0.0,9.0,3.0,50.0,0.375,0.33333334,0.25,8.888889,0.0,0.2857143,0.0,0.5,0.0,0.0,0.0
4341,2020-03-13,False,160.0,16.0,72.0,65.0,126.0,1.0,22.0,7.0,50.0,0.9027778,0.3181818,2.2222223,3.2727273,0.0625,0.44055945,0.0,0.33333337,0.0,0.0,0.0
4349,2020-03-13,False,1.0,0.0,8.0,4.0,2.0,0.0,41.0,14.0,50.0,0.5,0.34146342,0.125,0.19512194,0.0,0.6666667,0.0,-1.0,0.0,0.0,0.0
4417,2020-03-13,False,148.0,5.0,28.0,31.0,43.0,0.0,37.0,4.0,50.0,1.1071428,0.10810811,5.285714,0.7567568,0.0,0.22513089,0.0,0.25,0.0,0.0,0.0
4482,2020-03-13,False,72.0,5.0,90.0,49.0,22.0,1.0,31.0,6.0,50.0,0.54444444,0.19354838,0.8,2.903226,0.2,0.23404256,0.0,-0.28571427,0.0,0.0,0.0
4510,2020-03-13,False,238.0,13.0,19.0,30.0,8.0,1.0,29.0,18.0,50.0,1.5789474,0.62068963,12.526316,0.6551724,0.07692308,0.032520324,0.0,0.44444442,0.0,0.0,0.0
4519,2020-03-13,False,266.0,10.0,56.0,45.0,18.0,0.0,62.0,36.0,50.0,0.8035714,0.58064514,4.75,0.9032258,0.0,0.06338028,0.0,0.111111164,0.0,0.0,0.0
4526,2020-03-13,False,0.0,1.0,1.0,4.0,23.0,0.0,28.0,8.0,50.0,4.0,0.2857143,0.0,0.035714287,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4598,2020-03-13,False,72.0,20.0,210.0,120.0,26.0,1.0,64.0,15.0,50.0,0.5714286,0.234375,0.34285715,3.28125,0.05,0.26530612,0.0,0.53846157,0.0,0.0,0.0
4647,2020-03-13,False,31.0,10.0,34.0,62.0,13.0,0.0,166.0,70.0,50.0,1.8235294,0.42168674,0.9117647,0.20481928,0.0,0.29545453,0.0,0.0,0.0,0.0,0.0
4675,2020-03-13,False,106.0,8.0,21.0,16.0,1.0,1.0,23.0,8.0,50.0,0.7619048,0.3478261,5.047619,0.9130435,0.125,0.009345794,0.0,0.1428572,0.0,0.0,0.0
4716,2020-03-13,False,38.0,1.0,10.0,7.0,44.0,0.0,4.0,2.0,50.0,0.7,0.5,3.8,2.5,0.0,0.5365854,0.0,-0.6666666,0.0,0.0,0.0
4734,2020-03-13,False,273.0,12.0,36.0,125.0,35.0,0.0,32.0,3.0,50.0,3.4722223,0.09375,7.5833335,1.125,0.0,0.11363637,0.0,0.5,0.0,0.0,0.0
4739,2020-03-13,False,33.0,4.0,10.0,46.0,19.0,0.0,21.0,7.0,50.0,4.6,0.33333334,3.3,0.47619048,0.0,0.3653846,0.0,0.0,0.0,0.0,0.0
4848,2020-03-13,False,412.0,24.0,69.0,96.0,22.0,0.0,556.0,215.0,50.0,1.3913044,0.38669065,5.9710145,0.12410072,0.0,0.050691243,0.0,-0.3142857,0.0,0.0,0.0
4851,2020-03-13,False,504.0,11.0,255.0,73.0,11.0,0.0,131.0,39.0,50.0,0.28627452,0.2977099,1.9764706,1.9465649,0.0,0.021359224,0.0,0.57142854,0.0,0.0,0.0
4965,2020-03-13,False,3.0,2.0,16.0,11.0,3.0,0.0,37.0,21.0,50.0,0.6875,0.5675676,0.1875,0.43243244,0.0,0.5,0.0,0.0,0.0,0.0,0.0
4976,2020-03-13,False,15.0,1.0,12.0,29.0,21.0,1.0,3.0,2.0,50.0,2.4166667,0.6666667,1.25,4.0,1.0,0.5833333,0.0,0.0,0.0,0.0,0.0
5012,2020-03-13,False,13.0,4.0,10.0,42.0,16.0,0.0,25.0,7.0,50.0,4.2,0.28,1.3,0.4,0.0,0.55172414,0.0,1.0,0.0,0.0,0.0
5246,2020-03-13,False,36.0,14.0,26.0,24.0,3.0,0.0,55.0,39.0,50.0,0.9230769,0.7090909,1.3846154,0.47272727,0.0,0.07692308,0.0,-0.06666666,0.0,0.0,0.0
5247,2020-03-13,False,2.0,1.0,9.0,2.0,0.0,1.0,18.0,10.0,50.0,0.22222222,0.5555556,0.22222222,0.5,1.0,0.0,0.0,-0.5,0.0,0.0,0.0
5335,2020-03-13,False,72.0,5.0,100.0,39.0,41.0,0.0,13.0,1.0,50.0,0.39,0.07692308,0.72,7.6923075,0.0,0.36283186,0.0,1.5,0.0,0.0,0.0
5348,2020-03-13,False,87.0,3.0,39.0,42.0,11.0,0.0,102.0,71.0,50.0,1.0769231,0.6960784,2.2307692,0.38235295,0.0,0.1122449,0.0,0.0,0.0,0.0,0.0
5370,2020-03-13,False,277.0,5.0,38.0,53.0,3.0,1.0,25.0,11.0,50.0,1.3947369,0.44,7.2894735,1.52,0.2,0.010714286,0.0,-0.28571427,0.0,0.0,0.0
5395,2020-03-13,False,154.0,24.0,87.0,111.0,34.0,1.0,0.0,1.0,50.0,1.2758621,0.0,1.7701149,0.0,0.041666668,0.18085106,0.0,1.0,0.0,0.0,0.0
5404,2020-03-13,False,215.0,8.0,31.0,13.0,9.0,0.0,42.0,17.0,50.0,0.41935483,0.4047619,6.935484,0.7380952,0.0,0.04017857,0.0,1.6666667,0.0,0.0,0.0
5427,2020-03-13,True,6.0,16.0,6.0,21.0,13.0,0.0,8.0,8.0,50.0,3.5,1.0,1.0,0.75,0.0,0.68421054,0.0,0.0,0.0,0.0,0.0
5440,2020-03-13,False,93.0,8.0,63.0,88.0,18.0,1.0,42.0,7.0,50.0,1.3968254,0.16666667,1.4761904,1.5,0.125,0.16216215,0.0,1.6666667,0.0,0.0,0.0
5459,2020-03-13,False,823.0,6.0,318.0,31.0,11.0,1.0,65.0,43.0,50.0,0.097484276,0.6615385,2.5880504,4.8923078,0.16666667,0.013189448,0.0,0.20000005,0.0,0.0,0.0
5472,2020-03-13,False,75.0,7.0,11.0,42.0,15.0,0.0,41.0,11.0,50.0,3.8181818,0.2682927,6.818182,0.2682927,0.0,0.16666667,0.0,0.39999998,0.0,0.0,0.0
5520,2020-03-13,False,29.0,7.0,10.0,13.0,4.0,0.0,13.0,3.0,50.0,1.3,0.23076923,2.9,0.7692308,0.0,0.121212125,0.0,0.39999998,0.0,0.0,0.0
5535,2020-03-13,False,28.0,7.0,9.0,40.0,39.0,0.0,57.0,26.0,50.0,4.4444447,0.45614034,3.1111112,0.15789473,0.0,0.58208954,0.0,0.39999998,0.0,0.0,0.0
5558,2020-03-13,False,12.0,3.0,9.0,12.0,1.0,0.0,63.0,36.0,50.0,1.3333334,0.5714286,1.3333334,0.14285715,0.0,0.07692308,0.0,2.0,0.0,0.0,0.0
5588,2020-03-13,False,250.0,7.0,78.0,58.0,17.0,0.0,127.0,41.0,50.0,0.74358976,0.32283464,3.2051282,0.61417323,0.0,0.06367041,0.0,-0.125,0.0,0.0,0.0
5608,2020-03-13,False,56.0,19.0,39.0,108.0,2.0,0.0,27.0,19.0,50.0,2.7692308,0.7037037,1.4358975,1.4444444,0.0,0.03448276,0.0,0.5833334,0.0,0.0,0.0
5624,2020-03-13,False,15.0,4.0,11.0,6.0,2.0,1.0,1.0,0.0,50.0,0.54545456,0.0,1.3636364,11.0,0.25,0.11764706,0.0,1.0,0.0,0.0,0.0
5629,2020-03-13,True,1.0,2.0,6.0,6.0,0.0,1.0,2.0,0.0,50.0,1.0,0.0,0.16666667,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
5653,2020-03-13,False,68.0,7.0,63.0,49.0,1.0,2.0,12.0,7.0,50.0,0.7777778,0.5833333,1.0793651,5.25,0.2857143,0.014492754,0.0,0.16666663,0.0,0.0,0.0
5696,2020-03-13,False,55.0,3.0,15.0,25.0,22.0,0.0,17.0,11.0,50.0,1.6666666,0.64705884,3.6666667,0.88235295,0.0,0.2857143,0.0,2.0,0.0,0.0,0.0
5822,2020-03-13,False,16.0,6.0,20.0,2.0,29.0,0.0,25.0,8.0,50.0,0.1,0.32,0.8,0.8,0.0,0.64444447,0.0,0.5,0.0,0.0,0.0
5868,2020-03-13,False,226.0,43.0,91.0,78.0,24.0,0.0,44.0,10.0,50.0,0.85714287,0.22727273,2.4835165,2.0681818,0.0,0.096,0.0,0.2647059,0.0,0.0,0.0
5923,2020-03-13,False,53.0,6.0,46.0,14.0,14.0,0.0,45.0,25.0,50.0,0.3043478,0.5555556,1.1521739,1.0222223,0.0,0.20895523,0.0,0.5,0.0,0.0,0.0
5951,2020-03-13,False,110.0,2.0,27.0,41.0,1.0,0.0,33.0,7.0,50.0,1.5185186,0.21212122,4.0740743,0.8181818,0.0,0.009009009,0.0,0.0,0.0,0.0,0.0
5956,2020-03-13,False,45.0,5.0,14.0,37.0,10.0,0.0,21.0,6.0,50.0,2.642857,0.2857143,3.2142856,0.6666667,0.0,0.18181819,0.0,-0.16666669,0.0,0.0,0.0
5975,2020-03-13,False,20.0,1.0,7.0,8.0,20.0,1.0,8.0,3.0,50.0,1.1428572,0.375,2.857143,0.875,1.0,0.5,0.0,0.0,0.0,0.0,0.0
6016,2020-03-13,False,58.0,4.0,18.0,40.0,14.0,1.0,28.0,5.0,50.0,2.2222223,0.17857143,3.2222223,0.64285713,0.25,0.19444445,0.0,-0.3333333,0.0,0.0,0.0
6053,2020-03-13,False,211.0,7.0,78.0,45.0,6.0,0.0,12.0,5.0,50.0,0.5769231,0.41666666,2.7051282,6.5,0.0,0.02764977,0.0,-0.3,0.0,0.0,0.0
6068,2020-03-13,False,74.0,2.0,8.0,24.0,40.0,0.0,531.0,191.0,50.0,3.0,0.35969868,9.25,0.015065913,0.0,0.3508772,0.0,-0.5,0.0,0.0,0.0
